# Density,Lx,Ly,Lz,lx,ly,lz,C00,C01,C02,C03,C04,C05,C11,C12,C13,C14,C15,C22,C23,C24,C25,C33,C34,C35,C44,C45,C55,eig_0,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9,eig_10,eig_11,eig_12,eig_13,eig_14,eig_15,eig_16,eig_17,eig_18,eig_19,eig_20,eig_21,eig_22,eig_23,(omega^2)_0,(omega^2)_1,(omega^2)_2,(omega^2)_3,(omega^2)_4,(omega^2)_5,(omega^2)_6,(omega^2)_7,(omega^2)_8,(omega^2)_9,(omega^2)_10,(omega^2)_11,(omega^2)_12,(omega^2)_13,(omega^2)_14,(omega^2)_15,(omega^2)_16,(omega^2)_17,(omega^2)_18,(omega^2)_19,(omega^2)_20,(omega^2)_21,(omega^2)_22,(omega^2)_23
2.974073450294526744e+00,2.085048489842768471e-01,4.587151350803957417e-01,4.520493479294588890e-01,5.940656854726148461e-01,1.306957236177983983e+00,1.287965277802308739e+00,3.310373349347924155e+00,5.893010926286518236e-02,3.986100138967030304e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.342635211250633454e+00,7.126164104392926357e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.218491782336222240e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.321507560339804932e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.000174213884545971e-02,0.000000000000000000e+00,3.777757073011539513e-02,2.284710877832439868e-01,7.028367542141871205e-01,7.634139930887968717e-01,9.502759551385305814e-01,9.561410297528263325e-01,9.708505138507773635e-01,1.042307861174655903e+00,1.236468307844534653e+00,1.393337937532868942e+00,1.611777980966265789e+00,1.697298886807034668e+00,1.974695245933378418e+00,1.982814623428481360e+00,2.320630127494823558e+00,2.496986231138469403e+00,2.634683929443422112e+00,2.673269922671691390e+00,2.824652815445285903e+00,2.949139314923641120e+00,2.972388069110173170e+00,3.271672399111762886e+00,3.302270363546087495e+00,3.584185110313288902e+00,3.589533374309024083e+00,6.236144578200493171e-01,1.918400991862517557e+00,2.083747261027503406e+00,2.593789132327166236e+00,2.609797920840215113e+00,2.649947626606307782e+00,2.844991276728534135e+00,3.374954445613201681e+00,3.803131901306556095e+00,4.399366508379216612e+00,4.632796802976351991e+00,5.389953350775296137e+00,5.412115284889465805e+00,6.334186582643355656e+00,6.815552592776452201e+00,7.191400041592291181e+00,7.296720953222580519e+00,7.709922297498578381e+00,8.049709627402489076e+00,8.113167368938610124e+00,8.930067384598562086e+00,9.013584879902875713e+00,9.783074418655788307e+00,9.797672566650527770e+00
5.462077219979811993e+00,3.309301404786969547e-01,1.392103861465201209e-01,3.692465729654068052e-02,2.772223103940510303e+00,1.166174372106508317e+00,3.093202327067730018e-01,2.586596348220822517e+00,1.563390241223677202e-01,2.808413281234333203e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.986518267569909124e-01,1.000846683205812437e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.107972113438187911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.620369942977822608e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.775886504746306382e-02,0.000000000000000000e+00,2.347815710798022426e-01,4.724428505707097686e-02,8.364966694387340751e-02,2.006226220668213545e-01,2.690836319108664831e-01,4.658995014370311827e-01,5.743171792369529127e-01,6.783235593281478071e-01,8.263902178696673761e-01,8.422411382486139075e-01,8.910347300653431724e-01,9.597493390103324362e-01,1.111714086367350918e+00,1.314657105142318594e+00,1.339576493797099754e+00,1.465029352947423869e+00,1.478633959514486396e+00,1.915200874636141526e+00,1.987192928825560756e+00,2.061553710394474326e+00,2.533026008400683260e+00,2.591148294539432406e+00,2.643079663368581578e+00,2.816108629438510036e+00,3.140919088503082879e+00,6.069810820895225056e-01,1.074707031690412151e+00,2.577542153228770339e+00,3.457109656173987577e+00,5.985743739917029238e+00,7.378663101679714842e+00,8.714907370287164667e+00,1.061722551340953835e+01,1.082087361163148032e+01,1.144775974450820399e+01,1.233058541627790561e+01,1.428298509126078741e+01,1.689033903872215703e+01,1.721049622752111219e+01,1.882227873425821940e+01,1.899706683414167330e+01,2.460595388206550993e+01,2.553088723434196794e+01,2.648625331951392070e+01,3.254359475823702041e+01,3.329033329161513421e+01,3.395753268744109477e+01,3.618055942879374953e+01,4.035363144541645397e+01
4.057422300940109139e+00,3.630714389820212107e-01,1.955880443352425446e-01,2.563828662945024511e-02,2.973383702860963762e+00,1.601773758716547702e+00,2.099654653283274108e-01,5.177845729056584467e+00,2.752038065757699270e-01,9.664108322987641220e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.850025365281447121e+00,1.783166713098012779e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.551627161194809368e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.309967338056701514e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.963493480855094120e-02,0.000000000000000000e+00,2.101795177545679461e-01,1.234272159224577767e-02,4.651667990465965796e-02,7.152684788469308719e-02,1.340645157215665240e-01,1.790158182612061055e-01,2.784209687470364236e-01,3.421958121217232307e-01,4.107530321916237348e-01,4.361044801591807407e-01,4.562201513521392249e-01,5.217448237053453619e-01,5.480050612431437429e-01,6.662854316241813013e-01,6.910627155181683356e-01,7.345342289211322928e-01,8.104676323756472289e-01,8.205009925850667019e-01,8.719728684787555473e-01,9.743664622050910440e-01,1.129005451038743946e+00,1.145574310572788912e+00,1.314697728593113402e+00,1.476237369403480715e+00,1.588998023550538319e+00,2.040226863409757840e-01,7.689112909890358782e-01,1.182324298727229772e+00,2.216059273158992760e+00,2.959095193569355242e+00,4.602242184018315641e+00,5.656427419343803109e+00,6.789664372166098971e+00,7.208718668928645101e+00,7.541226636775665071e+00,8.624336190466971530e+00,9.058412594635374404e+00,1.101356314438977790e+01,1.142312662538574131e+01,1.214170193128524744e+01,1.339686570047664560e+01,1.356271511121264162e+01,1.441353478759885753e+01,1.610608013912633751e+01,1.866223128286719657e+01,1.893611117284752865e+01,2.173168699539155213e+01,2.440190451770793700e+01,2.626581527683107709e+01
8.994749239276353947e+00,3.293826503428439745e-01,1.517674731162900192e-01,4.980695326171844517e-01,1.128004727873841206e+00,5.197433047382744586e-01,1.705690287625388990e+00,1.914519968169472008e+00,2.356045769981842675e-01,1.887855363769119776e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.351287207397275481e+00,1.169074852906104578e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.115168868303547889e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.434839557977839353e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.675443659689415388e-01,0.000000000000000000e+00,1.239303129044820595e-01,2.373894858520864126e-01,9.235607912394957486e-01,1.183879281136210215e+00,1.496199559081536901e+00,1.870798210567166775e+00,1.959711192008991354e+00,2.492197853572832855e+00,2.570773896110698509e+00,2.789616542019939693e+00,3.630929081457429763e+00,3.674661660933900453e+00,3.808913111312103084e+00,3.990398408066285096e+00,4.475918605151211871e+00,4.532358869444730765e+00,4.719786703594174959e+00,4.945622494688945103e+00,5.093806100582217944e+00,5.145262269221518636e+00,5.540573220306602487e+00,7.367645874609981327e+00,7.551095495489610343e+00,7.751652777217360679e+00,7.895938022704907411e+00,3.095229243406873998e-01,1.204195021042189895e+00,1.543614182609385210e+00,1.950836454537500320e+00,2.439261077244483822e+00,2.555191258098704399e+00,3.249479920749690276e+00,3.351932168717371763e+00,3.637272589288852220e+00,4.734227311426109530e+00,4.791248522116767106e+00,4.966293770514717210e+00,5.202925395435093137e+00,5.835976310427302138e+00,5.909566577460342529e+00,6.153946445930694509e+00,6.448404956717479486e+00,6.641615801211292691e+00,6.708707499630183868e+00,7.224138084790946657e+00,9.606387108638829275e+00,9.845579939441931216e+00,1.010707878432704732e+01,1.029520670819957395e+01
3.112030766483543154e+00,4.560252530138548255e-01,3.019009111656497102e-01,9.090281530408074462e-02,1.964168202878886049e+00,1.300331870247800836e+00,3.915318684490110557e-01,4.330002064592509470e+00,1.561092913692568862e-02,2.270976459574138295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.074252572837401054e+00,4.460802703827565496e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.461145215663711472e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.456279856063809608e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.238802290650593274e-01,0.000000000000000000e+00,2.765915301169140639e-01,1.647234239257166777e-01,6.711899476712643864e-01,9.408070447417720139e-01,1.849293597555596191e+00,1.874621497582399376e+00,2.171764242963459601e+00,2.182561827061033188e+00,2.279052311037410572e+00,2.355083735681387846e+00,3.092650614016100974e+00,3.980894519662098396e+00,4.409868546888436214e+00,4.441270773987399778e+00,5.001974074270895798e+00,5.201922906046124062e+00,5.744095210575644650e+00,5.756445636866725835e+00,5.983356171739556473e+00,6.217187315163390515e+00,6.515242075639386066e+00,6.633663232041281610e+00,7.824228872519098488e+00,8.695794519488927676e+00,9.108220226925109131e+00,9.819537779015585777e-01,4.001115864994183369e+00,5.608364674821181950e+00,1.102405954958650014e+01,1.117504491963835100e+01,1.294638037666815222e+01,1.301074723017408452e+01,1.358594894110307472e+01,1.403918954823165954e+01,1.843599338690393097e+01,2.373101723998055590e+01,2.628822893833929442e+01,2.647542475299316678e+01,2.981790459510440172e+01,3.100984503726780517e+01,3.424185740089158259e+01,3.431548109973292782e+01,3.566814638347860722e+01,3.706206698811355693e+01,3.883883917445988487e+01,3.954477460939081368e+01,4.664200705299389682e+01,5.183760801450127076e+01,5.429617141653030643e+01
2.451296928067862702e+00,1.034865725647999557e-01,3.161827731251372620e-01,1.487556922332971265e-01,6.106402162792075039e-01,1.865690515974879338e+00,8.777583973150244745e-01,1.865930515120916677e+00,1.145432274094989600e-01,1.249320168433726286e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.309843738455146678e+00,1.044736511844940596e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.277859081471685698e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.748726024489934194e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.793781456445495803e-02,0.000000000000000000e+00,2.104644923929612776e-01,5.124573248135956272e-01,1.456820387988414511e+00,2.118698451078917966e+00,2.123878774846351458e+00,2.640413449180684324e+00,2.800761358388800915e+00,3.159795186432361014e+00,3.314501666622711618e+00,3.992891912792941422e+00,4.362580814999055256e+00,4.455789548661331700e+00,4.753608265186993975e+00,5.762606731299936058e+00,6.417331269790925496e+00,6.533038592103113551e+00,6.906282762173024281e+00,7.742002533367268846e+00,8.312355459036242067e+00,8.491259944180947983e+00,8.752860451361227589e+00,9.079193707115905454e+00,9.588388201692806589e+00,9.941847517994020222e+00,1.028867149009515458e+01,7.278880399715204064e+00,2.069249643741855493e+01,3.009373050541311301e+01,3.016731118288448243e+01,3.750410575041859573e+01,3.978166760182704564e+01,4.488133964716582369e+01,4.707877133921175528e+01,5.671454241147149844e+01,6.196555781112282091e+01,6.328948312487144534e+01,6.751966330460739130e+01,8.185135260381623823e+01,9.115097889400175291e+01,9.279447137562071646e+01,9.809598535986918932e+01,1.099664455282607207e+02,1.180676678750819235e+02,1.206088050337997117e+02,1.243245462517883908e+02,1.289597434166489052e+02,1.361922789796186919e+02,1.412127713502906943e+02,1.461390161133967638e+02
4.100394909032937463e+00,2.656355118370150592e-01,1.996772874028835965e-01,9.399192000711439898e-02,1.554954525869147064e+00,1.168853891609544560e+00,5.502018928096782391e-01,3.252466130131317801e+00,1.467142001795718187e-02,5.958774782897849343e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.629879751533321208e+00,2.971896370393287690e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.241719967997491736e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.275451384081626172e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.499014286671732921e-01,0.000000000000000000e+00,1.673314888236035469e-01,2.906797442144872234e-01,1.529479866681782596e+00,1.532732650556193121e+00,1.588137521802738483e+00,1.779517389105865544e+00,1.863764604686119597e+00,1.908595351874688761e+00,2.065582130743885969e+00,2.246251454219278187e+00,3.262396297052653438e+00,3.302810031361585352e+00,3.971563103536008388e+00,4.014498933092180089e+00,4.027577169742483143e+00,4.367042999685171623e+00,4.369112972328228928e+00,5.605526547434248386e+00,5.606355493459161288e+00,5.747409800344651210e+00,6.076863421187470138e+00,6.171036031437397540e+00,6.753683610092525491e+00,7.184589001416613385e+00,7.672013033756842404e+00,2.429138076651700562e+00,1.278148152933360215e+01,1.280866423236577134e+01,1.327166891382599623e+01,1.487098270167474112e+01,1.557501565646801822e+01,1.594965502218916065e+01,1.726155435357388157e+01,1.877136279971433197e+01,2.726303164919032085e+01,2.760075914064247016e+01,3.318936166224786177e+01,3.354816567423490170e+01,3.365745723394974220e+01,3.649428845335349791e+01,3.651158669812272706e+01,4.684398637012368027e+01,4.685091366517151812e+01,4.802966930449955640e+01,5.078283099123045474e+01,5.156980799216995592e+01,5.643884839402107900e+01,6.003981720706462255e+01,6.411309819756630191e+01
6.352472764234653013e+00,4.686352770146933605e-02,4.317704296032662953e-02,5.064989989843188961e-02,1.001412072215331017e+00,9.226367323106022811e-01,1.082321875935034816e+00,3.129329658777541212e+00,2.263183805430678264e-01,2.871655324457909608e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.249306777197483953e+00,1.134299215625844404e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.950062414213077577e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.642679211360751901e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.306526134343807266e-01,0.000000000000000000e+00,2.756851372853236226e-01,9.948389677374842588e-01,1.950855544846904710e+00,2.076589252023105292e+00,2.662255264391788057e+00,3.910518483296906656e+00,4.533412097482342418e+00,4.576014770031508583e+00,4.734911690850853283e+00,4.751952206276608415e+00,5.943030015196756111e+00,5.999752734741448101e+00,6.379320195575526320e+00,7.200499102254821260e+00,8.171861753003009099e+00,8.529272581086791760e+00,8.878304330708052916e+00,8.927203829487067921e+00,9.235885118798236704e+00,9.859920926302635280e+00,1.008807059179487275e+01,1.110026057855333903e+01,1.122270505987108891e+01,1.148870660023903412e+01,1.239665410109814481e+01,7.150981701625099163e+01,1.402290496867158538e+02,1.492668886581759580e+02,1.913650278900655053e+02,2.810911818374006543e+02,3.258652707256695180e+02,3.289275847455180610e+02,3.403492219156810847e+02,3.415741077308493914e+02,4.271897288817816047e+02,4.312670031209782451e+02,4.585506143885360189e+02,5.175776079609640874e+02,5.873999286219626583e+02,6.130909034879997535e+02,6.381795835233644993e+02,6.416945184256696848e+02,6.638827752499710186e+02,7.087389659033345879e+02,7.251385454943643936e+02,7.978955675714079234e+02,8.066969743695307216e+02,8.258173768614162782e+02,8.910813660620585779e+02
2.196498041177997962e+00,9.447246941104971152e-02,3.561666135370569752e-01,4.303753160220296081e-01,3.875877042525133764e-01,1.461227815180556000e+00,1.765680327229999680e+00,2.331975671827638319e+00,1.914004279606250081e-01,2.536708288784040310e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.492367554275061625e-01,8.566214137102168280e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.637549873938064060e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.864628135514314944e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.856488154950670100e-01,0.000000000000000000e+00,1.275655566981837019e-03,1.473518363174334406e-02,2.129800229533488493e-02,4.191504078792074317e-02,7.364209822121574323e-02,8.615604703421129995e-02,9.058202865396788872e-02,1.487217435514428532e-01,1.542594906443813529e-01,2.085122157815092747e-01,2.580978328215630668e-01,2.876896728648670187e-01,3.099313331851610287e-01,3.348698033593984769e-01,3.674988925459745648e-01,3.760605932013413866e-01,4.793375196600246357e-01,4.973300476965217820e-01,5.149058067132984418e-01,5.711430375581251218e-01,5.954135444261827725e-01,6.595025769030539164e-01,7.542042924812057958e-01,7.570492950095487616e-01,9.081653097867647961e-01,1.129156605342821057e-01,1.632065169556268236e-01,3.211948106770552425e-01,5.643191406088540196e-01,6.602134865108340023e-01,6.941297681532826447e-01,1.139654199676537694e+00,1.182089936244075323e+00,1.597828378854774911e+00,1.977802788472308837e+00,2.204564955026941941e+00,2.375002720121016875e+00,2.566106129675564507e+00,2.816142725771811239e+00,2.881751007891547811e+00,3.673161733436268950e+00,3.811038412729629954e+00,3.945721392485336487e+00,4.376667095379927375e+00,4.562651904459929852e+00,5.053765935746201698e+00,5.779464850363093653e+00,5.801266094768185333e+00,6.959267586457698052e+00
6.146600366614725530e+00,1.465585500546904563e-01,3.746461604509118692e-01,4.969093859979486494e-01,4.868269488669859091e-01,1.244470876171932749e+00,1.650595479816611810e+00,3.950592869237840032e-01,2.238669814715550377e-01,9.788425156103280900e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.041913997538046033e+00,2.327979326622670320e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.177922484961768212e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.937781844926735109e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.846307816560321724e-01,0.000000000000000000e+00,2.258354561428514984e-01,3.961326574628026287e-01,1.414267194014254159e+00,2.177438257608318217e+00,2.335216810690502243e+00,2.835581147072103292e+00,3.671239930015276709e+00,4.084419571584295916e+00,4.678754280334677773e+00,5.495387274835511704e+00,5.913287497961540851e+00,6.467134821030432690e+00,7.100982141884806254e+00,7.681492340393680784e+00,7.712915802878383076e+00,8.146704146185834716e+00,9.472251335753174573e+00,9.473998095697739430e+00,9.477682438291392231e+00,1.036607889555601147e+01,1.174600257782138080e+01,1.205618466612188655e+01,1.214161362057917870e+01,1.229504377542266624e+01,1.290537959576741223e+01,7.111031011246067290e-01,2.538770203708255568e+00,3.908748921156621758e+00,4.191979339739896560e+00,5.090190140061309876e+00,6.590292544743017622e+00,7.331996918028303334e+00,8.398895207114888350e+00,9.864844161158766056e+00,1.061502251436229827e+01,1.160924134879614833e+01,1.274706926327803558e+01,1.378915098670394279e+01,1.384555967000732046e+01,1.462425900303719040e+01,1.700376672458083505e+01,1.700690235702642994e+01,1.701351617034021402e+01,1.860828868880722808e+01,2.108540838921045335e+01,2.164222045897652080e+01,2.179557513271007352e+01,2.207099968269299950e+01,2.316662178402236094e+01
4.511408394181580128e+00,2.503977530040363275e-01,1.422078594773787952e-01,2.093981217071262391e-01,1.281705234009513861e+00,7.279161079632681108e-01,1.071841361849036112e+00,1.002702298185691232e+00,8.392664659944254479e-02,9.373389826657674284e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.861091277487039175e+00,1.721179259035730824e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.365164072861865030e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.583494950856743910e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.504915791788447865e-01,0.000000000000000000e+00,1.251088614471481675e-01,5.868300291152006576e-01,1.759019633743283517e+00,1.800566267225932604e+00,2.210203063546832603e+00,2.344317408495174337e+00,2.436357705245360883e+00,2.551136869701317700e+00,3.444116582519996861e+00,4.185205871988693538e+00,4.476637424418587585e+00,4.525547080163224933e+00,4.838027819821545172e+00,4.937869313615799172e+00,5.829426868605005474e+00,5.984704815765539365e+00,6.334619889378989122e+00,6.385753633025398557e+00,6.632857995241820959e+00,6.860147203803306226e+00,7.361745359231022690e+00,7.682885007787980669e+00,8.752093905177577682e+00,9.337179682830056393e+00,9.476669714494036612e+00,3.408126036003853887e+00,1.021583817147431006e+01,1.045712807869671224e+01,1.283617100693854418e+01,1.361506535136943619e+01,1.414960672817796983e+01,1.481620836641199723e+01,2.000235641249833307e+01,2.430637218730462834e+01,2.599891587503462631e+01,2.628296792228008627e+01,2.809775873348820951e+01,2.867760703298093361e+01,3.385549562933658052e+01,3.475730158383581880e+01,3.678949934742043126e+01,3.708646820448868908e+01,3.852157337753120459e+01,3.984159830974039096e+01,4.275472416954385579e+01,4.461980322674601496e+01,5.082943548877381090e+01,5.422743145554380817e+01,5.503754611411675768e+01
6.662752000992575141e+00,1.761745999530656415e-01,2.913853172781360468e-01,2.896476069965154831e-01,7.164452258183187094e-01,1.184970021178378907e+00,1.177903314425792880e+00,5.429093139313477145e+00,8.929551309831096351e-02,1.844171990681623963e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.373805433990482605e+00,1.214394720599522026e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.848795573537359682e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.878827500003713569e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.812115160990492191e-02,0.000000000000000000e+00,8.606486474141047949e-02,5.806524669337189692e-01,1.191500172448293871e+00,1.443379562562463470e+00,1.811434172285964594e+00,1.834948872855851398e+00,1.916666138541186282e+00,1.921231053399115041e+00,2.085744681798813893e+00,2.111675372426301323e+00,2.523938497657523872e+00,2.667715392678112973e+00,3.631087863882315414e+00,3.738262243899170389e+00,3.905192646122839228e+00,4.562794165255295020e+00,4.855796091607960996e+00,4.866339636803001412e+00,5.203969515046596328e+00,5.515146819934990674e+00,5.638125840495279206e+00,5.815226319947343292e+00,5.871424477373582640e+00,6.350831643500163715e+00,6.390828340202777902e+00,1.441258976294144345e+00,2.957466671700455407e+00,3.582665827165302908e+00,4.496227794501240993e+00,4.554594502990721772e+00,4.757427952246774616e+00,4.768758696348752935e+00,5.177104061530592105e+00,5.241467588350221973e+00,6.264761148045717931e+00,6.621635099906115762e+00,9.012857562061299177e+00,9.278879056887195276e+00,9.693223185814693110e+00,1.132548025221325005e+01,1.205275117669114415e+01,1.207892170040313573e+01,1.291696531580936558e+01,1.368935001996427303e+01,1.399460079796296696e+01,1.443418845194157285e+01,1.457367997820594852e+01,1.576363424659717261e+01,1.586291152763443257e+01
3.988624043681349818e+00,2.678111750821324244e-01,3.420398469119578788e-01,4.163609395953716819e-01,7.956161111026018862e-01,1.016135390014115680e+00,1.236929233719627153e+00,3.047527375330951749e+00,6.591541144793486295e-02,2.000933091729363289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.155844660731567775e+00,6.570943386632766003e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.428190660024677872e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.076433231564111526e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.430880926683361420e-01,0.000000000000000000e+00,9.052505518111050864e-02,9.348695059483962400e-01,1.719090818498952178e+00,1.838263378780539137e+00,2.674427196981714161e+00,2.696479757748654116e+00,3.639772184928716126e+00,4.244117020952749897e+00,4.365729483318633974e+00,4.685053233631911063e+00,5.124477554473082286e+00,5.209144813477116998e+00,5.757312213752928010e+00,5.968261002994323938e+00,6.101254605895378269e+00,6.223699952913525735e+00,6.953800900111314576e+00,7.819107279480197903e+00,7.999578684537555162e+00,8.472895930800484976e+00,9.841791364511717433e+00,1.067940415943056465e+01,1.101261564827427009e+01,1.124165318216611276e+01,1.166057552737786374e+01,2.068605327527344162e+00,3.803868243667548832e+00,4.067563862708493794e+00,5.917761048530525869e+00,5.966557211415135065e+00,8.053800113087644874e+00,9.391046583860820363e+00,9.660141025323619957e+00,1.036671537276042443e+01,1.133903876693829282e+01,1.152638378346571280e+01,1.273932526607082494e+01,1.320609606828830884e+01,1.350037379768016166e+01,1.377131118044966129e+01,1.538682083115108412e+01,1.730150237217534936e+01,1.770083522835752987e+01,1.874815420817257205e+01,2.177713779249670978e+01,2.363054115943660705e+01,2.436784519666279891e+01,2.487464134286049600e+01,2.580159958634941120e+01
9.458400480644609587e+00,2.756555152081875959e-01,3.770689140160141117e-01,4.068760089979288619e-01,7.911949738759066486e-01,1.082274843472660342e+00,1.167828088136463327e+00,1.473324626148335703e+00,2.173310654846070666e-01,1.865752124454778393e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.005975100301373715e+00,1.016439869972789178e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.168762292566374761e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.055513976293977585e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.255599968362303198e-01,0.000000000000000000e+00,1.602388818900225276e-01,2.144427121260092939e-01,3.945479267408946722e-01,8.347457845000757493e-01,9.663363415676426982e-01,1.847787480525074688e+00,2.347354071268059617e+00,2.380540800755619912e+00,2.420046241116557528e+00,2.668792792665728442e+00,3.100930967206452671e+00,3.463156233834487452e+00,3.921565769467367790e+00,4.020570011577495606e+00,4.086667902205588732e+00,4.123706543566880711e+00,4.769874910750263375e+00,4.938647102084480878e+00,5.151030273647464242e+00,5.440824342040700756e+00,5.633699471374626455e+00,6.409383384244907944e+00,6.505303287859989680e+00,6.548014178475765945e+00,6.907342640520369947e+00,1.867786619341899046e-01,3.436495141055204705e-01,7.270599179538145274e-01,8.416747161373605568e-01,1.609414793021365142e+00,2.044535102967690587e+00,2.073440598828123704e+00,2.107849664151831170e+00,2.324506819801855695e+00,2.700897274908444778e+00,3.016393893789966807e+00,3.415666589208361970e+00,3.501898849954403037e+00,3.559469822853370768e+00,3.591730317065257694e+00,4.154540131444928619e+00,4.301539970033907423e+00,4.486524781168752085e+00,4.738934143997309612e+00,4.906927535893069958e+00,5.582544822642613980e+00,5.666090638084240183e+00,5.703291636524069119e+00,6.016265151315860926e+00
