,C00,C11,C22,C33,C44,C55,C01,C02,C12
eig_53,0.013652177817227273,-0.027893062594303325,0.09381780546016716,0.2324746550708617,0.1211044696393738,0.0019346481093205662,0.35832522255700194,0.34384773752551334,0.45043894319983374
eig_54,-0.1500109735455383,0.1334261985473339,0.018382148089193612,-0.3789420256343271,-0.3201490304208852,0.013907393398596436,0.14571139106572378,-0.00429727385032172,-0.08509457136844023
eig_55,0.03920446413357559,-0.1459998371761819,0.138167817814008,0.2306465829068465,0.1797448721790326,0.00574012639435896,-0.057642578380973086,-0.021516694983180817,0.03489038962840338
eig_56,0.0031664311640168252,0.18103253990482343,0.06637151945180651,-0.2312615911869048,-0.29952677262558974,-0.47610271016894345,0.7241766510366762,0.7887863093165827,0.6788609748140773
eig_57,0.3202016100352916,0.3664439653152684,0.4787004752296665,-0.07001528560126144,-0.05083180800194995,0.2879384708978339,0.48045383720047646,0.4064904026354068,0.5230161964910618
eig_58,-0.5997020468022448,-0.46696915095095454,-0.43572883470255597,0.34704232007659497,0.14444310452323314,0.17200339824140998,-0.9183293255782183,-0.5260310698821646,-0.7670634075304124
eig_59,-0.06038491333696164,0.004235403910407942,-0.24613813458125197,-0.0879326004869354,-0.04214176211649159,-0.19537152599461227,0.4385408549228503,0.10692287185616449,0.2440931365887387
eig_60,0.05744421538943577,-0.10340861925242881,-0.02998800715026137,-0.221196445908243,0.035267136616605355,0.0558809466974359,-0.894109097310233,-0.7255154405521879,-0.7540839366772911
eig_61,-0.10791573695979952,-0.3014503475415319,0.016605196671155356,0.30553868977108795,0.023548701696294604,0.32698467365051265,0.5345311146509363,0.3276173185899315,0.44249617935682983
eig_62,0.3712255744961956,0.45487955308642225,0.4570246178856982,-0.02063832791711193,0.1292648954034707,-0.3006196231351982,-0.17500021462045542,0.006450604179663477,0.01981347607758037
eig_63,0.210297973825618,0.06337105681684979,-0.39074258038011694,0.11854198675823116,-0.026680343510811153,0.02533944090086278,-0.12691601935563246,-0.19951577044770058,-0.17297362533472194
eig_64,0.42006783914773327,0.0547883702900918,0.1956527077450745,-0.40736635421640927,-0.41799000522137664,-0.1054155897993548,0.8004234933667893,0.5730179391506091,0.6393312803134283
eig_65,-0.47368173043948975,-0.119599234542097,-0.201524829497161,0.16434701228894005,0.2422416479625109,0.07278995295376761,-0.5720920587373958,-0.5977446776010402,-0.7342240716923525
eig_66,0.4180412976746475,0.3937384705894404,0.5046762360635075,0.07659595674958085,-0.10353451652024442,0.363413746528748,0.7219857667650904,0.8775511497974966,0.8595557864119139
eig_67,0.13051868237317066,0.09263309866625591,-0.18841179335093022,-0.2643265321852851,-0.02164294789317369,-0.03170683506163335,-0.02982163775952537,-0.13026039578069792,-0.203297951109887
eig_68,-0.3203743859642604,-0.14407008980666935,-0.3434839667594639,0.05425378202559014,0.08784388586982156,-0.33439610830187944,-0.8962023807603936,-0.47179100672262597,-0.4539444787689997
eig_69,-0.431145470218392,-0.6493232672621936,-0.14411516875393343,0.24714037854279558,0.26861168658106993,0.32550707956073194,-0.38138550701527413,-0.7886156383697365,-0.7031862484198684
eig_70,0.18000100164388694,0.47056537873553034,0.28874580784827714,-0.013286435456842008,0.13447658879714547,0.2228994809396959,0.9278547193423501,1.0299490460524467,1.06868260601136
eig_71,0.27883923198108723,-0.020070062500717988,-0.22300300491674935,-0.2809610030758867,-0.41318295360979096,-0.21946884277631126,-1.1012985469878618,-0.6170007759774561,-0.6908608887357066
eig_72,-0.07449109712043867,0.15774543815809125,0.9050386432585815,0.2402119042641665,0.2590728011669581,-0.18206223667474997,1.0273828701097485,0.421166486160274,0.448656096194495
eig_73,-0.2357621288243067,-0.3045265653096574,-0.7393764508584049,-0.08186719756467087,-0.26973637851917265,0.6035975496665678,-0.5643649185432399,-0.3741085531960058,-0.4448450091753138
eig_74,0.262085450563221,0.5236719197524865,0.3587960008316946,0.014176904385113535,0.17731260960333756,-0.4793569157565974,0.5931400681565638,0.5532749876836285,0.5926442481399341
eig_75,-0.39358974416286685,-0.5592041077119706,-0.33785327896914796,0.40249048130137555,0.20597079152126202,0.2700624393463783,-0.9906808088172847,-0.9210109112574001,-0.9144850953890947
eig_76,0.3684897208726557,0.24110887415905724,0.37741737591767544,-0.4331308528831163,-0.22517636131694194,-0.2835542137121316,0.6521448335500932,0.6062037421147256,0.6213567458623452
