,C00,C11,C22,C33,C44,C55,C01,C02,C12
(omega^2)_111,-1.950666443018169,-1.8275395201716262,-5.982667230897196,-7.441087788665194,-7.053702527787107,-4.801387551836787,-2.1449045113421525,-4.216863467179793,-4.3283516912720765
(omega^2)_112,1.630290062257325,2.244172422725355,2.502005434531516,1.7045514406663629,1.8768627815330219,0.6065461329573831,1.738779806525611,1.9719094061313411,2.314275063713982
(omega^2)_113,-0.5933773864255565,-0.0605064635669956,1.7275005189599129,-2.0287472848125336,-2.5014092166581343,-2.2960333222351466,-0.20686724132411705,0.895391225940469,0.34568535095688757
(omega^2)_114,0.4460036934924744,1.0945412216580934,1.7009561473904884,4.950291382901776,5.297794569669634,4.366703769875698,0.6802264981053456,1.2084030360462308,1.575912613270984
(omega^2)_115,1.0394961169446515,-0.9815066643401332,-0.006475597269502281,0.9639154882321233,1.7139399939487496,0.33682206408714055,1.1586445606777136,0.008931576060215024,-0.19175275269647757
(omega^2)_116,-3.1100699764720394,-3.180218856186625,0.3491304551768289,-4.740695273794532,-5.869486196165448,-3.92400681277838,1.3291014243417143,1.2881829223382024,0.44792099434319477
(omega^2)_117,1.10832785573238,0.0005307360053884332,-4.799794378968203,1.2191949743900183,1.6734314497414953,0.3643509475136357,-7.6797830339290645,-7.028308232055838,-6.180823440411699
(omega^2)_118,-5.917053990822922,-3.4398916588816597,-4.148187363907952,-7.713572205556636,-8.098012447512653,-6.281516743288362,1.077035013546277,0.37188456269021525,1.7891196620532424
(omega^2)_119,7.854598017525814,6.16389731440962,6.476052115690899,11.068719619663483,11.241821167751393,9.593138566738007,2.704257509118126,3.0283350802575315,1.4708171058672048
(omega^2)_120,-1.6989023887324852,-1.6471994838316208,1.1679093181756215,-0.29871435342982855,-0.3090861838861325,-0.9095268145682189,-0.0783914085956075,0.8658151149096358,0.8936160098778374
(omega^2)_121,2.598184527616431,2.765479461979264,-2.747846974294272,-2.2170391222669474,-1.180409090663157,-0.005131483057063013,2.9316840864803426,2.925131144595535,2.936776097499353
(omega^2)_122,-3.449113397902907,-2.5317133784197665,-3.130038359471299,-3.6709779813820163,-4.205109376167561,-5.399481239897531,-1.6350354610901308,-2.5446537081444287,-2.1920031144616763
(omega^2)_123,2.263178796920932,2.552053510370968,5.001144223806264,6.747241045988839,6.637886553876017,6.905614731366068,-1.3749321893619337,-0.80363727062508,-0.7911951572694564
(omega^2)_124,-5.502955420896747,-4.817543303303251,-1.5979244204266851,-4.246854420879258,-5.184955958577692,-4.4855448922624115,-0.6904285740847605,-1.2140938529069312,-0.7991225567378628
(omega^2)_125,2.3995768366329755,-0.8046772423864301,-2.050266100700808,-0.625901495097092,-0.12692324170939362,-0.9228789765504399,0.3697852817786011,0.8081151821255312,0.4116220910690547
(omega^2)_126,3.5503736358110984,4.47480531319616,4.190427725425547,7.598636720852944,7.960786954824353,7.195221524016417,0.9423751050454254,0.023401368706281733,0.5169563397137116
(omega^2)_127,-1.3406127988849144,0.41162362226263594,-1.354353617541868,-0.9803935077052419,-1.8069552186633417,-0.9895746923390105,-2.4912237898655376,-3.236488352704555,-3.4541251466789467
(omega^2)_128,0.09387993188910926,-1.6158540699230945,-0.37922597008411363,-5.34716866828154,-4.511896352747384,-4.876219935084101,-1.1581785134887346,-0.23246908194668942,-0.7053846887872748
(omega^2)_129,-0.08802374482745412,-0.46973822718800456,0.46369811083893153,1.3160320785391055,2.379705597733039,3.5046944019250597,1.1372476601847363,1.5929580986382637,1.3607909821645392
(omega^2)_130,0.11946976623931417,1.0984707460254501,-2.3463332210625287,-0.6120249544136352,-2.5194542300509415,-2.1470313682323963,1.4800914905750002,2.3431768678250076,2.2860825462248413
(omega^2)_131,-4.500573302037149,-4.4769867186454775,-1.7684762103584708,-2.2885333419215668,-2.1893005313426817,-1.633051224482257,-2.975475659581638,-4.6911081428019905,-4.112877458960049
(omega^2)_132,6.0975895468121895,5.86289693961889,8.019314075869799,7.91900330973549,8.680914593581921,7.876480004286615,4.817950792254903,5.353350257460814,4.701422449054959
(omega^2)_133,-7.027835965893255,-5.07260943194752,-7.210900857254611,-8.858401535691344,-8.690491912345314,-8.623391810859875,-8.008441421217544,-6.944209216864512,-5.841913173981811
(omega^2)_134,7.480812428227011,5.697390697443499,5.29607862433295,4.819291012629784,5.135524574920188,5.3941895045535855,8.363418940443559,7.817626555959653,7.1647115456464165
(omega^2)_135,-5.744255441912837,-4.466745036456335,-6.392853362865314,-4.201040012648709,-3.8904423643054233,-4.669682580453696,-7.228559276606961,-7.792742417938102,-7.766307003946602
(omega^2)_136,2.9284775915105863,1.2168093243647804,3.9361121548988747,6.855919377415854,5.839449636543296,4.611566240834038,3.2966279941344085,4.015388672305158,3.0742562237151123
(omega^2)_137,-1.843862966401237,-2.768428787973242,-1.8371339192353098,-4.616035660679626,-5.693600351238499,-3.2642168032925523,2.003284536171451,2.4197999431400214,3.6395140916257414
(omega^2)_138,-1.079437077254804,1.4824728266801768,0.3100658668517499,-5.984416480953621,-4.955605489504364,-5.853930275157614,-0.6617320804757199,-0.4515536647770334,-1.2875585354496588
(omega^2)_139,0.543233813131279,-0.9569559439166824,1.187089650355384,2.933831096385599,3.8488878363947934,3.684254871012054,-1.5664009413510425,-1.797224159038722,-1.0925537882187408
(omega^2)_140,4.289728911101368,5.567895643186986,3.5072545576945915,5.68858629133049,4.248450937821983,4.067452568440326,3.1254755061157296,2.2232522838127142,2.327242626944551
(omega^2)_141,-5.806233912889847,-5.6075072939016115,-9.116543892555445,-6.784697540806661,-4.937967698760712,-6.202714821132479,-5.325586510624127,-5.198873769656437,-5.950156820506054
(omega^2)_142,7.095315928838211,5.461478021404262,8.6476287443181,7.677553416412302,5.670862891388586,8.390440122353864,6.948134135411394,8.114628165318274,8.80594522716099
