# Shape,Cry_st,bx,by,bz,C00,C01,C02,C03,C04,C05,C11,C12,C13,C14,C15,C22,C23,C24,C25,C33,C34,C35,C44,C45,C55,eig_0,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9,eig_10,eig_11,eig_12,eig_13,eig_14,eig_15,eig_16,eig_17,eig_18,eig_19,eig_20,eig_21,eig_22,eig_23
0.000000000000000000e+00,0.000000000000000000e+00,2.999485012270746154e-01,1.900393702118156058e+00,1.754323662749001311e+00,4.996563365670647627e+00,2.417026613490276810e-01,1.545660830496906613e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.937206877363137458e+00,8.065883580938357222e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.237930283124300868e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.666032489699222352e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.530082251422550943e-01,0.000000000000000000e+00,2.811275588844566187e-01,4.874907141002839811e-02,2.233640153265704920e-01,3.717179815368629736e-01,7.527485136523832665e-01,7.958436579621906981e-01,8.633903665565343388e-01,1.181804801796545679e+00,1.333697872019533603e+00,1.343742370357207117e+00,1.405958220532181224e+00,1.574700712316415840e+00,2.300357836376786036e+00,2.504180297963210400e+00,3.036452755488357358e+00,3.137509577202058697e+00,3.166455118462933704e+00,3.272597223478273420e+00,3.422134151223016563e+00,3.500748682886043461e+00,3.519756334847944146e+00,3.819519609738708521e+00,4.461022033064219627e+00,4.615828486815930276e+00,5.037925036407751911e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.588727886111641174e-01,1.313738414056016879e+00,8.862622634249682774e-01,1.180111229275142337e+00,1.754988235909168970e-01,7.640651562676809005e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.712718969808856073e+00,2.841323981252047437e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.640213677827324634e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.508966890885336865e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.805829317131263156e-01,0.000000000000000000e+00,9.810435181951412953e-02,6.764040873248703400e-01,1.491984813652245334e+00,1.747489120439217336e+00,3.056445935406777448e+00,3.067875467471205209e+00,3.500308573145099800e+00,3.590318609607784150e+00,4.579551343698790689e+00,4.604015522112423930e+00,5.823044030389199044e+00,6.437396003233782693e+00,7.113546424853554484e+00,7.420160283948230351e+00,7.422586626676610067e+00,7.844627327236078251e+00,8.991535702420867082e+00,9.330568275802965772e+00,1.012454700230568605e+01,1.064043863794679723e+01,1.090585483478471041e+01,1.092316983906737171e+01,1.097010649796008153e+01,1.113347646863080875e+01,1.154044479007943380e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.474898093613774552e+00,7.200507458057261445e-01,9.416182802834420773e-01,4.425090935646110779e+00,2.391063043517071829e-01,7.681709904462741267e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.946708824474815192e-01,2.652741992212965250e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.461067530527528469e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.333939983138021645e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.870723582885331138e-01,0.000000000000000000e+00,2.220637773962017003e-01,3.336347275879533725e-02,3.418667481087137722e-02,5.882357707231777172e-02,1.000805479999604813e-01,1.317465444562220256e-01,2.281343155333197537e-01,2.370127545102986566e-01,3.715435711890880399e-01,4.047140295173649038e-01,5.340413226299307592e-01,6.319221220898048053e-01,7.098900288484151222e-01,7.311893195673110357e-01,8.697324884800907707e-01,9.127110397869201419e-01,9.548279013792024816e-01,1.007924430091833079e+00,1.042945084627613150e+00,1.069420180739284687e+00,1.236268299351954925e+00,1.240695210861838982e+00,1.311305469709681093e+00,1.313371084945159195e+00,1.434285865363504886e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.922376169541327506e+00,2.104360870923361215e+00,2.471959824073696743e-01,4.984570649155391386e+00,1.670298234641930668e-01,2.241167716757602180e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.729785775634047340e+00,2.611538383066699942e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.244107146391776553e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.369382884747215590e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.948356230150052659e-01,0.000000000000000000e+00,2.014711324448808238e-01,2.723059703189660910e-02,2.695971954481137245e-01,3.211225565791370196e-01,6.659299613489216840e-01,7.295264845120816855e-01,8.056867287027541513e-01,8.217757675718144750e-01,9.030983417208272579e-01,1.064305912930337161e+00,1.560848857663881706e+00,1.693720062117435976e+00,1.735609889044370746e+00,1.839825599855610339e+00,1.923581872064181963e+00,2.664248915484184188e+00,2.851411247409669336e+00,2.972167535829047580e+00,2.987455662939059398e+00,3.058825177948296226e+00,3.405723969500621617e+00,3.632105628680246223e+00,3.916965460478790462e+00,4.054657492505507221e+00,4.362204004172734351e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.022823650642954663e+00,1.267772904345720208e+00,7.711835779593734230e-01,2.365540123205694290e+00,1.195723785987228283e-01,2.104950876127609227e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.218853543227505165e+00,2.570160566738188823e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.129833780402045740e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.842747798128282266e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.482457786971885794e-02,0.000000000000000000e+00,2.638349786242985551e-01,2.586002730654791137e-01,3.177213178178369124e-01,5.287046143132595466e-01,9.621740507600570202e-01,1.217733927213062950e+00,1.431366105527890786e+00,1.498203047266421839e+00,2.192223139671982235e+00,2.200054692968088421e+00,2.207478916126578206e+00,2.450587303573402931e+00,2.952446054369842532e+00,3.183453672647436505e+00,3.245238591484186585e+00,3.474917748655822702e+00,3.554411219376781172e+00,3.569391034975551769e+00,3.662970571638357598e+00,3.910968116990077625e+00,4.827911341557038938e+00,4.863417860831527939e+00,4.906364254798630142e+00,4.991648596208348110e+00,5.350234220491913995e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.735001310143792219e-01,1.591234081380928922e+00,9.331001160330881783e-01,1.193190369713686749e+00,1.809463595533277180e-01,2.581302765277355138e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.216190970112200009e-01,1.912834637187577624e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.828908174994454794e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.719339656792562843e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.303546809807820672e-02,0.000000000000000000e+00,1.523392356028782646e-01,2.652523509651960598e-01,3.494418913564145135e-01,4.791885327497523162e-01,5.965021502436486101e-01,6.065306477182575984e-01,7.371428545324073545e-01,8.167463594813357819e-01,8.783040495124841973e-01,1.085392419478349080e+00,1.231773871278671884e+00,1.484952479813539394e+00,1.593133452947935735e+00,1.664880328884700278e+00,1.787636163249416654e+00,1.825668721421019658e+00,1.895602057342680835e+00,2.141891236605375948e+00,2.177001835664464480e+00,2.192473741818849131e+00,2.496983494094684453e+00,2.651085279267133998e+00,2.679444062121914438e+00,2.694893521001569869e+00,2.983600396117745746e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.348919509666862693e+00,2.827611642324436847e-01,2.621767664858276170e+00,3.642187346231578360e+00,2.247039249713690123e-01,1.598695586796510804e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.875874369248936357e+00,7.835049674636090922e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.663658997924475802e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.425898826398200203e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.448408145827946081e-01,0.000000000000000000e+00,2.624445687835141316e-01,4.229100291816705048e-02,9.970180110167879695e-02,2.039128320748749279e-01,3.374959609913413816e-01,5.075692548422626738e-01,7.300175972664552093e-01,8.932479183885602136e-01,9.598490297274345773e-01,1.227575668965676270e+00,1.256361137656291538e+00,1.538897684806287192e+00,1.881475385414493884e+00,1.973560998741360484e+00,2.035287516696661747e+00,2.236623802223957735e+00,2.291916688786627798e+00,2.583153610917797938e+00,2.668386615873286072e+00,2.822284619044858722e+00,3.078226435306997910e+00,3.149626918665600961e+00,3.640675478133422960e+00,3.741921553024742941e+00,3.810915105321114105e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.015713016480690234e-01,2.452465815995803489e+00,5.811994863756706486e-01,2.914405809990454177e+00,2.405827169761246831e-01,1.802102963768256738e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.151556774944610506e+00,1.883629222591823860e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.576718508668161878e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.765256230188938291e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.563977072420795755e-01,0.000000000000000000e+00,4.732024757754643707e-02,1.031521180782646596e-01,1.825040521311283581e-01,2.927251706178692348e-01,4.500761900335151222e-01,5.160756424846738577e-01,9.927983735480927496e-01,1.001433609978142458e+00,1.360677330359434389e+00,1.415464483115161487e+00,1.775399655339300775e+00,1.794348157417182676e+00,2.312387934083816710e+00,2.730770809018746803e+00,2.974372618345802799e+00,3.377947897808745381e+00,3.584135161461260655e+00,3.722771404261985495e+00,4.143905179971825170e+00,4.810787096008746211e+00,5.386563514327638913e+00,5.439408153314959193e+00,5.572830189980047422e+00,5.808878267902844783e+00,5.922635354700841681e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.115611895506196216e+00,4.657561544091344263e-01,1.924545846521212633e+00,2.332943792052284859e+00,2.030885479218302869e-02,8.712464155211707695e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.077926576417138627e+00,7.328559014474375632e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.551564172045770906e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.863719167501622920e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.299754424258449781e-03,0.000000000000000000e+00,2.472748131844836883e-01,5.712632248975910675e-03,2.835362780713957323e-02,3.374129745693371651e-02,7.907270011455526382e-02,1.037204914020495028e-01,1.387458880719835697e-01,2.119241135495155692e-01,2.413121608348504643e-01,3.147703168273898733e-01,4.177353245881000321e-01,4.306705169450009141e-01,5.144325285618516208e-01,5.640615945786292551e-01,5.821861876988680962e-01,6.524457790609280439e-01,7.748082327008656289e-01,9.411601803252858112e-01,9.882063583183509081e-01,1.284085821109115511e+00,1.682675923979498611e+00,1.846239983571913434e+00,1.892959185360135521e+00,2.161551313738872437e+00,2.307134606967913726e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.714070092216180452e-01,5.510836834084684721e-01,1.868018679251175707e+00,4.821241581044827029e+00,1.116721317001571345e-01,9.854387253331506336e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.932529477920094552e-01,1.226893704099821514e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.251559379807686057e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.842320713927706244e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.619643424855334413e-02,0.000000000000000000e+00,5.060540530437662721e-02,8.588578089889452316e-02,3.336140609800485324e-01,3.743228265566314605e-01,7.388474859649836191e-01,8.198902252469979501e-01,8.807373263485037684e-01,1.479798255690339071e+00,1.497998806911909231e+00,1.723740969327076655e+00,1.732813763474789326e+00,1.881073073812458585e+00,1.909248022958913937e+00,2.080815342767067477e+00,2.127153808586469630e+00,2.421518898776849671e+00,2.594020970027806072e+00,2.927767171741557206e+00,3.001922137784298616e+00,3.393878352006534538e+00,3.407539422849811039e+00,3.431497333555160623e+00,3.525243668858781820e+00,3.938101759877571606e+00,3.963722291915497298e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.600007564376639158e+00,4.881406078199843623e-01,1.280362738044997784e+00,5.140967163362075709e+00,1.570369745004352169e-01,7.317416469602341933e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.616934073429299623e+00,2.329522910902226407e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.539584416902333608e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.365603044675891997e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.651928105630813715e-02,0.000000000000000000e+00,2.318718989528095187e-01,1.348063279898616684e-01,7.791878277294150834e-01,8.524051679267315995e-01,9.808974976441753313e-01,1.348526402829476112e+00,1.421024948574112656e+00,1.695575174000474084e+00,2.117383760201363874e+00,2.150631226593284318e+00,2.155528701479923370e+00,2.542565587775758029e+00,2.660290803295688900e+00,3.083824242117055192e+00,3.118210614167953754e+00,3.149014381399348750e+00,3.850622522013456450e+00,4.171802302649307848e+00,4.532934281983085789e+00,4.695765617999876795e+00,5.073890443490949309e+00,5.105218969324647027e+00,5.486879895372042348e+00,5.714753324201696572e+00,6.210799197537427041e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.052763140532648078e+00,4.642969497376621679e-01,2.045848634250056364e+00,5.621098605389013292e-01,1.618987069895786446e-01,1.602230048867576973e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.868462747659091150e+00,1.314824643388656789e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.636369026854457065e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.403696962732185138e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.571715206371414375e-01,0.000000000000000000e+00,2.549261745575319149e-01,3.630447116730281532e-02,4.558479427286030866e-02,9.331704770116969194e-02,1.949452773506972214e-01,2.307905766159092653e-01,2.930781707189001328e-01,3.337460297863037439e-01,4.496561507418989079e-01,6.233716858538143057e-01,6.234919701495754696e-01,8.118843959381044639e-01,9.880582026312985100e-01,1.017043782473395774e+00,1.114945526660171105e+00,1.350969201421910570e+00,1.424104437683169078e+00,1.493873664039138349e+00,1.698348560956540299e+00,1.873898141612432289e+00,1.879130099638457674e+00,1.995738401513818872e+00,2.151575224027191258e+00,2.152164990389827892e+00,2.211188034563860594e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.232475214329996849e+00,1.596241744726209388e+00,5.083035485511818719e-01,4.712807381046093091e+00,1.900632279512131650e-01,5.750312911739247079e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.835877586259286209e-01,2.292955588680259948e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.414281232530131049e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.817052350967588437e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.216621351580855492e-01,0.000000000000000000e+00,2.569477213496264012e-01,3.559429616439053756e-01,4.174226199246880986e-01,1.011185100278250815e+00,1.202407113238633363e+00,1.559942894983930906e+00,1.876286397246688997e+00,1.947819716377464871e+00,2.462854927521429094e+00,2.661467598510492305e+00,2.769979684074116655e+00,3.717325406612673522e+00,3.872101399167212854e+00,4.268377003724108221e+00,4.603036306462408689e+00,4.689721930499612057e+00,4.804792380358991366e+00,4.960456210891148743e+00,5.478677577477919947e+00,5.750917549613824953e+00,6.025254491193399176e+00,6.423988521316488232e+00,6.602763314789019233e+00,6.986987093392593273e+00,7.144141092998270715e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.237575156536838028e+00,7.569400590786077299e-01,1.067497649989133324e+00,1.433894496474572122e+00,2.261992870403708444e-01,1.051930081569140696e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.175594120886337857e-01,1.187611832921821320e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.398867489184389523e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.129926533442733083e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.630871419692676849e-01,0.000000000000000000e+00,5.456112845385488463e-02,4.683721136326414181e-01,1.024222828716186084e+00,1.136028274181413167e+00,1.681585523756205625e+00,1.835203991884451824e+00,1.981426791135767695e+00,2.922096239033511456e+00,2.991312584938152330e+00,3.113266479130243347e+00,3.829790629823994763e+00,4.323515472981888763e+00,4.438203080764031583e+00,4.833120328792747777e+00,5.085633724945288314e+00,5.294117827806529952e+00,5.296198728866232663e+00,5.313247831302590818e+00,5.585481004276316774e+00,5.613933460105345219e+00,5.784754407017270061e+00,5.790117535683808825e+00,6.137584859038501151e+00,6.517772022349092254e+00,6.688374990584081914e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.046203501773419253e+00,9.452738289031169527e-01,1.011174704068890762e+00,1.516054872745322024e+00,5.834661838953555946e-02,2.380066598946390388e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.415951982229193717e+00,1.932137768613140794e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.875301223944736417e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.970453517380997555e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.673134911340003583e-02,0.000000000000000000e+00,2.158734341099179388e-01,3.731865353853413558e-01,5.643903926735546195e-01,1.207065059579627730e+00,1.347355923645853659e+00,1.901549511930732850e+00,2.589376050665012308e+00,2.679984726091095837e+00,2.813924541420417480e+00,3.304317718307093088e+00,3.320522893966747269e+00,3.484470763813288574e+00,4.470266487865266924e+00,4.976265392986835678e+00,5.097312949547086802e+00,5.182905693781418854e+00,5.480366446876158371e+00,5.569159365441717746e+00,6.519410797304702854e+00,6.961414361208507096e+00,7.269000286557026236e+00,7.529421717998170394e+00,7.573555982580662871e+00,7.864618448890953850e+00,8.036088903291547680e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.538306299341092642e-01,2.494270720121368079e+00,1.579473645428671746e+00,4.784515307036423692e+00,1.087440007749307103e-01,1.473598338294636600e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.664420595308613748e+00,6.625759118085383648e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.719243861029852827e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.305227105503873886e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.143948525001698135e-01,0.000000000000000000e+00,2.879896652172037053e-02,1.734191369208216288e-02,6.569257102110938329e-02,1.076410692097701793e-01,2.328551797706002180e-01,2.975631656686856807e-01,5.099548341980226773e-01,5.711435924279212317e-01,5.937849243331677629e-01,6.025689066563980623e-01,6.467401121730658176e-01,6.763600559588540673e-01,7.850001838963984735e-01,8.665628033028262012e-01,9.764333215862736060e-01,9.913346030704217604e-01,1.300009337169993007e+00,1.331762238721139191e+00,1.480546594473418409e+00,1.664420822458688720e+00,1.714146736383042713e+00,1.891849195134520434e+00,1.898786915785972917e+00,2.061077219785641290e+00,2.233834778531913035e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.216371889432685816e-01,1.020351730161614512e+00,1.576569450448051191e+00,1.337856763730475018e+00,2.571647416312722867e-01,7.342435415541470611e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.727072270690623412e+00,9.761388104862434023e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.519078803177670078e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.585416808298245606e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.098550801410016486e-01,0.000000000000000000e+00,1.537500260043485889e-01,5.892535236966590928e-02,1.739030360466192748e-01,2.355994334549077196e-01,5.534590314658526244e-01,5.886935972630726877e-01,9.396054842813631458e-01,9.823390098361495237e-01,1.210097655812599315e+00,1.319832157456471977e+00,1.582012009169586841e+00,1.862493010984012320e+00,2.182445868494276464e+00,2.242325973233535219e+00,2.390494041258469871e+00,2.683648633224991364e+00,2.871184125755637861e+00,3.069512167511850631e+00,3.340374671027932063e+00,3.755403227380658127e+00,3.780065276306932898e+00,4.001247770085480049e+00,4.027377353851576025e+00,4.269177315462473921e+00,4.375890214688332946e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.281485512885991662e+00,1.418793216295748172e+00,5.500057069388791797e-01,3.449273597192009433e+00,6.810890781352985091e-02,1.179275396898818995e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.816757044576443825e+00,2.557913359661161401e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.642039731571205419e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.538318953151635859e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.124989351017416150e-02,0.000000000000000000e+00,5.586183937763539165e-02,1.268723882583563667e-01,5.016557833287862422e-01,1.016301112566811327e+00,1.259765919686061109e+00,1.395501645463059548e+00,1.410342411623219272e+00,1.948536341220861168e+00,2.021086354813510066e+00,2.107883267820923390e+00,2.116283480934606942e+00,2.293106036614714682e+00,3.030850486426420076e+00,3.438229005838222996e+00,3.530234655267518118e+00,3.657739293427836103e+00,3.850937246513008283e+00,3.888661271994935387e+00,3.990282304961634718e+00,4.254734258681032166e+00,4.545519844175965218e+00,5.191414031873526014e+00,5.241486821717314726e+00,5.810224557581292970e+00,6.182303822178019992e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.756208402594457541e-01,1.064839629800836684e+00,1.072505936520510517e+00,3.911348051673929405e+00,2.113681183030372557e-01,2.518482284275051497e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.650346159536195678e+00,7.570101021156516730e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.886731828803545508e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.864160762787447689e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.235085667019525157e-01,0.000000000000000000e+00,1.940205599599981456e-01,1.607967794371866654e+00,2.243195097825838591e+00,3.387457762819706897e+00,3.794623200895808068e+00,3.930199038757382635e+00,4.253305109236096726e+00,5.167527882296696795e+00,5.386497190359368581e+00,5.788617626048850440e+00,6.618216144541897883e+00,7.300167516914293664e+00,7.652084353158097763e+00,7.779635184034412454e+00,8.319836242497794743e+00,8.890022325319209884e+00,9.735107569681321849e+00,1.005074581151847823e+01,1.021650295497859595e+01,1.084994322384854115e+01,1.222776015953923512e+01,1.272449378355325855e+01,1.285347343091044081e+01,1.316350873119452736e+01,1.355444480491774506e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.209027517417340380e+00,5.990504524973107037e-01,1.380703462450901586e+00,3.478713407953957670e+00,2.224794755626199327e-01,7.584117654739927494e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.762753124537337346e+00,3.001131522365968474e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.722251183317043299e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.461983431314031634e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.623889839747203578e-02,0.000000000000000000e+00,2.527820332937450454e-01,1.991807595197079006e-01,6.598243907928860175e-01,8.346398865200522765e-01,9.152712710751371716e-01,1.045865770707768316e+00,1.402399258465750531e+00,1.501366714156836535e+00,2.027766630642467760e+00,2.147039852221036327e+00,2.248737149281029968e+00,3.177050407468587245e+00,3.253104912018901285e+00,3.541385025694463007e+00,3.773652709947004080e+00,4.576343758449077370e+00,4.787657131908199304e+00,4.819525755707320336e+00,5.022131425956913198e+00,5.162261006575985078e+00,5.334304837840503133e+00,5.341550934479377233e+00,5.342479050525592577e+00,5.343490546548532727e+00,5.950608614523843265e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.466270882405638298e-01,1.132630147728254544e+00,1.615179274682716049e+00,2.433518988426582652e+00,1.146169019435649972e-02,7.216086438688873450e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.582096307906801336e+00,3.455348582473694030e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.179081870143518174e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.335608340896438428e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.992560831362903739e-01,0.000000000000000000e+00,1.411274345912880424e-01,4.434264726632592413e-01,2.149422927323344723e+00,2.445070108160244615e+00,2.822298378112849004e+00,2.960212050954022178e+00,3.103021233720320460e+00,3.544450314061352358e+00,4.295530389367621993e+00,4.403673768242517994e+00,5.906879990737466279e+00,6.024459621371867968e+00,6.190949850544622102e+00,6.976900485391625217e+00,7.082013315117114516e+00,7.211324047584382058e+00,9.139905083709022549e+00,9.380778802903289915e+00,1.009787281168517836e+01,1.035573234898794048e+01,1.159972278386447009e+01,1.177027495061557083e+01,1.254898670698403151e+01,1.379597775176825891e+01,1.392648915582981850e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.738893400294514446e-01,1.120884783605940349e+00,1.323885544051180752e+00,2.886328773996226449e+00,1.662636852377416263e-01,2.203375840640262318e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.544148745344470663e+00,5.462577819525535339e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.203067039199103405e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.629298019262145125e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.164580226741909641e-02,0.000000000000000000e+00,2.809315380827743236e-01,3.964462628679516487e-01,6.930142439028994517e-01,8.696318400674436511e-01,1.576101500612976380e+00,1.969159994703289174e+00,2.228956589441096536e+00,2.675240782071639067e+00,2.767210783361435666e+00,3.101771576374222406e+00,3.248008479113350777e+00,3.500680294768490963e+00,4.509222731198713419e+00,4.587362351846856257e+00,4.767758756498342798e+00,4.819894631883812508e+00,5.228811050795292736e+00,5.424749472688528584e+00,5.454762503010599062e+00,5.460024548445260528e+00,5.757640507872119784e+00,5.856070016118355426e+00,6.293057603515919141e+00,7.075031932103877708e+00,7.091230730525725612e+00
